% format: cloud_moves(cell_id, direction, yyyy, mm, dd, h).

cloud_at_750m_moves(1,e,2025,1,20,2).
cloud_at_750m_moves(2,ne,2025,1,20,2).
cloud_at_750m_moves(3,s,2025,1,20,2).
cloud_at_750m_moves(4,nw,2025,1,20,2).
cloud_at_750m_moves(4,nw,2025,1,20,3).
cloud_at_750m_moves(3,nw,2025,1,20,3).
cloud_at_750m_moves(7,se,2025,1,20,4).
cloud_at_750m_moves(6,sw,2025,1,20,5).
cloud_at_750m_moves(7,s,2025,1,20,5).
cloud_at_750m_moves(4,w,2025,1,20,6).
cloud_at_750m_moves(7,w,2025,1,20,6).
cloud_at_750m_moves(4,e,2025,1,20,7).
cloud_at_750m_moves(7,w,2025,1,20,7).
cloud_at_750m_moves(4,e,2025,1,20,8).
cloud_at_750m_moves(8,w,2025,1,20,8).
cloud_at_750m_moves(4,e,2025,1,20,9).
cloud_at_750m_moves(8,ne,2025,1,20,9).
cloud_at_750m_moves(4,nw,2025,1,20,10).
cloud_at_750m_moves(10,ne,2025,1,20,10).
cloud_at_750m_moves(8,e,2025,1,20,10).
cloud_at_750m_moves(11,w,2025,1,20,10).
cloud_at_750m_moves(8,nw,2025,1,20,11).
cloud_at_750m_moves(11,sw,2025,1,20,11).
cloud_at_750m_moves(13,w,2025,1,20,12).
cloud_at_750m_moves(8,w,2025,1,20,12).
cloud_at_750m_moves(11,sw,2025,1,20,12).
cloud_at_750m_moves(17,ne,2025,1,20,17).
cloud_at_750m_moves(19,w,2025,1,20,17).
cloud_at_750m_moves(19,nw,2025,1,20,18).
cloud_at_750m_moves(19,se,2025,1,20,19).
cloud_at_750m_moves(21,s,2025,1,20,20).
cloud_at_750m_moves(22,n,2025,1,20,21).
cloud_at_750m_moves(22,n,2025,1,20,22).
cloud_at_750m_moves(23,w,2025,1,20,22).
cloud_at_750m_moves(21,ne,2025,1,20,23).
cloud_at_750m_moves(22,e,2025,1,20,23).
cloud_at_750m_moves(23,nw,2025,1,20,23).
cloud_at_750m_moves(22,e,2025,1,21,0).
cloud_at_750m_moves(23,nw,2025,1,21,0).
cloud_at_750m_moves(23,ne,2025,1,21,1).
cloud_at_750m_moves(25,e,2025,1,21,1).
cloud_at_750m_moves(23,se,2025,1,21,2).
cloud_at_750m_moves(25,ne,2025,1,21,2).
cloud_at_750m_moves(26,e,2025,1,21,2).
cloud_at_750m_moves(27,se,2025,1,21,3).
cloud_at_750m_moves(25,ne,2025,1,21,3).
cloud_at_750m_moves(25,nw,2025,1,21,4).
cloud_at_750m_moves(23,ne,2025,1,21,5).
cloud_at_750m_moves(31,w,2025,1,21,5).
cloud_at_750m_moves(26,nw,2025,1,21,5).
cloud_at_750m_moves(31,se,2025,1,21,6).
cloud_at_750m_moves(23,nw,2025,1,21,6).
cloud_at_750m_moves(26,e,2025,1,21,6).
cloud_at_750m_moves(23,n,2025,1,21,7).
cloud_at_750m_moves(31,e,2025,1,21,7).
cloud_at_750m_moves(26,w,2025,1,21,7).
cloud_at_750m_moves(33,ne,2025,1,21,8).
cloud_at_750m_moves(31,nw,2025,1,21,8).
cloud_at_750m_moves(23,n,2025,1,21,8).
cloud_at_750m_moves(26,w,2025,1,21,8).
cloud_at_750m_moves(34,e,2025,1,21,8).
cloud_at_750m_moves(35,se,2025,1,21,9).
cloud_at_750m_moves(23,e,2025,1,21,9).
cloud_at_750m_moves(31,ne,2025,1,21,9).
cloud_at_750m_moves(26,nw,2025,1,21,9).
cloud_at_750m_moves(23,n,2025,1,21,10).
cloud_at_750m_moves(35,sw,2025,1,21,10).
cloud_at_750m_moves(31,e,2025,1,21,10).
cloud_at_750m_moves(26,sw,2025,1,21,10).
cloud_at_750m_moves(23,e,2025,1,21,11).
cloud_at_750m_moves(35,se,2025,1,21,11).
cloud_at_750m_moves(31,e,2025,1,21,11).
cloud_at_750m_moves(23,e,2025,1,21,12).
cloud_at_750m_moves(35,e,2025,1,21,12).
cloud_at_750m_moves(31,e,2025,1,21,12).
cloud_at_750m_moves(23,ne,2025,1,21,13).
cloud_at_750m_moves(35,e,2025,1,21,13).
cloud_at_750m_moves(31,e,2025,1,21,13).
cloud_at_750m_moves(23,n,2025,1,21,14).
cloud_at_750m_moves(31,n,2025,1,21,14).
cloud_at_750m_moves(23,e,2025,1,21,15).
cloud_at_750m_moves(23,ne,2025,1,21,16).
cloud_at_750m_moves(36,se,2025,1,21,17).
cloud_at_750m_moves(23,nw,2025,1,21,17).
cloud_at_750m_moves(23,n,2025,1,21,18).
cloud_at_750m_moves(38,se,2025,1,21,18).
cloud_at_750m_moves(23,ne,2025,1,21,19).
cloud_at_750m_moves(38,se,2025,1,21,19).
cloud_at_750m_moves(23,e,2025,1,21,20).
cloud_at_750m_moves(37,ne,2025,1,21,20).
cloud_at_750m_moves(23,e,2025,1,21,21).
cloud_at_750m_moves(37,e,2025,1,21,21).
cloud_at_750m_moves(40,nw,2025,1,21,22).
cloud_at_750m_moves(40,s,2025,1,21,23).
cloud_at_750m_moves(40,s,2025,1,22,0).
cloud_at_750m_moves(40,n,2025,1,22,1).
cloud_at_750m_moves(42,n,2025,1,22,1).
cloud_at_750m_moves(43,e,2025,1,22,1).
cloud_at_750m_moves(42,sw,2025,1,22,2).
cloud_at_750m_moves(43,e,2025,1,22,2).
cloud_at_750m_moves(44,nw,2025,1,22,2).
cloud_at_750m_moves(45,ne,2025,1,22,2).
cloud_at_750m_moves(42,sw,2025,1,22,3).
cloud_at_750m_moves(43,nw,2025,1,22,3).
cloud_at_750m_moves(45,se,2025,1,22,3).
cloud_at_750m_moves(47,w,2025,1,22,4).
cloud_at_750m_moves(48,s,2025,1,22,4).
cloud_at_750m_moves(45,s,2025,1,22,4).
cloud_at_750m_moves(50,s,2025,1,22,6).
cloud_at_750m_moves(50,se,2025,1,22,7).
cloud_at_750m_moves(49,e,2025,1,22,8).
cloud_at_750m_moves(50,n,2025,1,22,8).
cloud_at_750m_moves(49,e,2025,1,22,9).
cloud_at_750m_moves(50,ne,2025,1,22,9).
